"Date","Asset","Return"
2019-01-23,"Danske Invest Teknologi Indeks KL",0.000296915
2019-01-23,"Danske Invest Euro IG Corp Bd I",0.00325528
2019-01-23,"Wealth Invest HP Engros Korte Danske Obl",-0.000211488
2019-01-23,"Gudme Raaschou European High Yield",0.00543823
2019-01-23,"Jyske Invest Højt Ratede Vrk.obl KL",0.00267763
2019-01-23,"Maj Invest Danske Obligationer",0.000238025
2019-01-23,"Maj Invest Vækstaktier",-0.00536068
2019-01-23,"Nordea Invest Engros Corporate Bonds",0.00239533
2019-01-23,"Nordea Invest Danske Aktier Fokus KL 1",0.0106009
2019-01-23,"Nordea Invest Euro High Yield Bnd KL 1",0.00298479
2019-01-23,"Nordea Invest Korte Obl Lagerbe KL 1",0.000314037
2019-01-23,"Nykredit Alpha Mira",0.00319309
2019-01-23,"Nykredit Invest Engros DK Fokusaktier KL",0.00246604
2019-01-23,"Nykredit Invest Ansvarlige Kreditobl.",0.0023807
2019-01-23,"Wealth Invest HP Invest Korte Danske Obl",-0.000211488
2019-01-23,"iShares Gold Producers ETF USD Acc",-0.000939691
2019-01-23,"Nordea Invest Danske Aktier Fokus KL 2",0.0106009
2019-01-23,"Nordea Invest Korte Obli Lagerbe KL 2",0.000314037
2019-01-23,"Nordea Invest Euro High Yield Bonds KL 2",0.00298479
2019-01-30,"BankInvest Korte Danske Obligationer A",0.000109806
2019-01-30,"BGF Swiss Small & MidCap Opps D2",-0.00796689
2019-01-30,"BGF World Gold A2 HKD Hedged",0.0661247
2019-01-30,"BGF World Gold A2",0.066065
2019-01-30,"BGF World Gold X2",0.0665517
2019-01-30,"BGF World Gold D4",0.0664601
2019-01-30,"BGF World Gold I2",0.0665519
2019-01-30,"BGF World Gold D2 SGD Hedged",0.0704974
2019-01-30,"BGF Swiss Small & MidCap Opps A2",-0.00813061
2019-01-30,"BGF World Gold D2",0.0665014
2019-01-30,"BGF World Gold A4",0.0664955
2019-01-30,"BSF European Unconstrained Eq I2 PF EUR",5.43464e-05
2019-01-30,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.00107569
2019-01-30,"Danske Invest Danm In x OMXC20 DKK Wd",-0.000180832
2019-01-30,"Danske Inv Euro IG CB Rst DKK Wd",0.00330221
2019-01-30,"Danske Invest Euro IG Obl KL DKK Wdh",0.00328788
2019-01-30,"Danske Invest US High Yield Bonds KL",0.00319891
2019-01-30,"Danske Invest Kommuner 4 KL",0.000886787
2019-01-30,"Danske Invest Danm In ex OMXC20 DKK d",-0.000181036
2019-01-30,"Danske Inv EuroIG CorpBds Re KL DKKd",0.00325023
2019-01-30,"Danske Invest Gl VO KL DKK W d h",0.0032538
2019-01-30,"Danske Invest Teknologi Indeks KL",0.000395733
2019-01-30,"Danske Invest Euro IG Corp Bd I",0.00228921
2019-01-30,"Wealth Invest HP Engros Korte Danske Obl",0.000794039
2019-01-30,"Gudme Raaschou European High Yield",0.00189309
2019-01-30,"Jyske Invest Højt Ratede Vrk.obl KL",0.00374497
2019-01-30,"Maj Invest Danske Obligationer",0.00015527
2019-01-30,"Maj Invest Vækstaktier",0.00726421
2019-01-30,"Nordea Invest Engros Corporate Bonds",0.00332468
2019-01-30,"Nordea Invest Danske Aktier Fokus KL 1",0.000400882
2019-01-30,"Nordea Invest Euro High Yield Bnd KL 1",0.0031679
2019-01-30,"Nordea Invest Korte Obl Lagerbe KL 1",0.00115111
2019-01-30,"Nykredit Alpha Mira",-0.013593
2019-01-30,"Nykredit Invest Engros DK Fokusaktier KL",0.0032041
2019-01-30,"Nykredit Invest Ansvarlige Kreditobl.",0.00311245
2019-01-30,"Wealth Invest HP Invest Korte Danske Obl",0.000794039
2019-01-30,"iShares Gold Producers ETF USD Acc",0.0686429
2019-01-30,"Nordea Invest Danske Aktier Fokus KL 2",0.000400882
2019-01-30,"Nordea Invest Korte Obli Lagerbe KL 2",0.00115111
2019-01-30,"Nordea Invest Euro High Yield Bonds KL 2",0.0031679
2019-02-06,"BankInvest Korte Danske Obligationer W",0.000220564
2019-02-06,"BankInvest Korte Danske Obligationer A",0.000220643
2019-02-06,"BGF Swiss Small & MidCap Opps D2",0.0234945
2019-02-06,"BGF World Gold A2 HKD Hedged",0.0213535
2019-02-06,"BGF World Gold A2",0.0204137
2019-02-06,"BGF World Gold X2",0.0208047
2019-02-06,"BGF World Gold D4",0.0189303
2019-02-06,"BGF World Gold I2",0.0203728
2019-02-06,"BGF World Gold D2 SGD Hedged",0.0184627
2019-02-06,"BGF Swiss Small & MidCap Opps A2",0.0233621
2019-02-06,"BGF World Gold D2",0.0206219
2019-02-06,"BGF World Gold A4",0.0204137
2019-02-06,"BSF European Unconstrained Eq I2 PF EUR",0.020115
2019-02-06,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.00122301
2019-02-06,"Danske Invest Danm In x OMXC20 DKK Wd",0.00926252
2019-02-06,"Danske Inv Euro IG CB Rst DKK Wd",0.00381965
2019-02-06,"Danske Invest Euro IG Obl KL DKK Wdh",0.00399133
2019-02-06,"Danske Invest US High Yield Bonds KL",0.00400618
2019-02-06,"Danske Invest Kommuner 4 KL",0.00126206
2019-02-06,"Danske Invest Danm In ex OMXC20 DKK d",0.00923906
2019-02-06,"Danske Inv EuroIG CorpBds Re KL DKKd",0.0037677
2019-02-06,"Danske Invest Gl VO KL DKK W d h",0.00409514
2019-02-06,"Danske Invest Teknologi Indeks KL",0.000544949
2019-02-06,"Danske Invest Euro IG Corp Bd I",0.00619968
2019-02-06,"Wealth Invest HP Engros Korte Danske Obl",0.000699021
2019-02-06,"Gudme Raaschou European High Yield",0.00746806
2019-02-06,"Jyske Invest Højt Ratede Vrk.obl KL",0.0068112
2019-02-06,"Maj Invest Danske Obligationer",0.00108771
2019-02-06,"Maj Invest Vækstaktier",-0.00761894
2019-02-06,"Nordea Invest Engros Corporate Bonds",0.00612826
2019-02-06,"Nordea Invest Danske Aktier Fokus KL 1",0.0162235
2019-02-06,"Nordea Invest Euro High Yield Bnd KL 1",0.00766942
2019-02-06,"Nordea Invest Korte Obl Lagerbe KL 1",0.000418104
2019-02-06,"Nykredit Alpha Mira",0.0165515
2019-02-06,"Nykredit Invest Engros DK Fokusaktier KL",0.00703738
2019-02-06,"Nykredit Invest Ansvarlige Kreditobl.",0.00649234
2019-02-06,"Wealth Invest HP Invest Korte Danske Obl",0.000699022
2019-02-06,"iShares Gold Producers ETF USD Acc",0.0133562
2019-02-06,"Nordea Invest Danske Aktier Fokus KL 2",0.0162235
2019-02-06,"Nordea Invest Korte Obli Lagerbe KL 2",0.000418104
2019-02-06,"Nordea Invest Euro High Yield Bonds KL 2",0.00766942
2019-02-13,"BankInvest Korte Danske Obligationer W",0.000772116
2019-02-13,"BankInvest Korte Danske Obligationer A",0.000771775
2019-02-13,"BGF Swiss Small & MidCap Opps D2",-0.00226103
2019-02-13,"BGF World Gold A2 HKD Hedged",-0.0137606
2019-02-13,"BGF World Gold A2",-0.012232
2019-02-13,"BGF World Gold X2",-0.0117601
2019-02-13,"BGF World Gold D4",-0.0125859
2019-02-13,"BGF World Gold I2",-0.0118656
2019-02-13,"BGF World Gold D2 SGD Hedged",-0.015342
2019-02-13,"BGF Swiss Small & MidCap Opps A2",-0.00239499
2019-02-13,"BGF World Gold D2",-0.0120869
2019-02-13,"BGF World Gold A4",-0.012232
2019-02-13,"BSF European Unconstrained Eq I2 PF EUR",0.00130208
2019-02-13,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.00230433
2019-02-13,"Danske Invest Danm In x OMXC20 DKK Wd",-0.00404398
2019-02-13,"Danske Inv Euro IG CB Rst DKK Wd",0.00301667
2019-02-13,"Danske Invest Euro IG Obl KL DKK Wdh",0.00297094
2019-02-13,"Danske Invest US High Yield Bonds KL",0.00296492
2019-02-13,"Danske Invest Kommuner 4 KL",0.00250278
2019-02-13,"Danske Invest Danm In ex OMXC20 DKK d",-0.00405607
2019-02-13,"Danske Inv EuroIG CorpBds Re KL DKKd",0.00296453
2019-02-13,"Danske Invest Gl VO KL DKK W d h",0.00284908
2019-02-13,"Danske Invest Teknologi Indeks KL",0.000942721
2019-02-13,"Danske Invest Euro IG Corp Bd I",0.000763677
2019-02-13,"Wealth Invest HP Engros Korte Danske Obl",0.000724969
2019-02-13,"Gudme Raaschou European High Yield",-0.000724156
2019-02-13,"Jyske Invest Højt Ratede Vrk.obl KL",0.000762268
2019-02-13,"Maj Invest Danske Obligationer",0.000987752
2019-02-13,"Maj Invest Vækstaktier",0.00128934
2019-02-13,"Nordea Invest Engros Corporate Bonds",0.00165872
2019-02-13,"Nordea Invest Danske Aktier Fokus KL 1",0.00953508
2019-02-13,"Nordea Invest Euro High Yield Bnd KL 1",0.00188137
2019-02-13,"Nordea Invest Korte Obl Lagerbe KL 1",0.00104482
2019-02-13,"Nykredit Alpha Mira",0.00560161
2019-02-13,"Nykredit Invest Engros DK Fokusaktier KL",0.0011563
2019-02-13,"Nykredit Invest Ansvarlige Kreditobl.",0.00125426
2019-02-13,"Wealth Invest HP Invest Korte Danske Obl",0.000724969
2019-02-13,"iShares Gold Producers ETF USD Acc",-0.00450984
2019-02-13,"Nordea Invest Danske Aktier Fokus KL 2",0.00953508
2019-02-13,"Nordea Invest Korte Obli Lagerbe KL 2",0.00104482
2019-02-13,"Nordea Invest Euro High Yield Bonds KL 2",0.00188137
2019-02-20,"BankInvest Korte Danske Obligationer W",0.000881737
2019-02-20,"BankInvest Korte Danske Obligationer A",0.000881348
2019-02-20,"BGF Swiss Small & MidCap Opps D2",0.0210652
2019-02-20,"BGF World Gold A2 HKD Hedged",0.0564392
2019-02-20,"BGF World Gold A2",0.0567147
2019-02-20,"BGF World Gold X2",0.05678
2019-02-20,"BGF World Gold D4",0.0584693
2019-02-20,"BGF World Gold I2",0.0567618
2019-02-20,"BGF World Gold D2 SGD Hedged",0.0624341
2019-02-20,"BGF Swiss Small & MidCap Opps A2",0.0209206
2019-02-20,"BGF World Gold D2",0.0567405
2019-02-20,"BGF World Gold A4",0.0563383
2019-02-20,"BSF European Unconstrained Eq I2 PF EUR",0.0155972
2019-02-20,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.0013708
2019-02-20,"Danske Invest Danm In x OMXC20 DKK Wd",0.0173682
2019-02-20,"Danske Inv Euro IG CB Rst DKK Wd",0.00258131
2019-02-20,"Danske Invest Euro IG Obl KL DKK Wdh",0.00261451
2019-02-20,"Danske Invest US High Yield Bonds KL",0.0025167
2019-02-20,"Danske Invest Kommuner 4 KL",0.00128892
2019-02-20,"Danske Invest Danm In ex OMXC20 DKK d",0.0173124
2019-02-20,"Danske Inv EuroIG CorpBds Re KL DKKd",0.00252998
2019-02-20,"Danske Invest Gl VO KL DKK W d h",0.00250163
2019-02-20,"Danske Invest Teknologi Indeks KL",0.000297724
2019-02-20,"Danske Invest Euro IG Corp Bd I",0.00292919
2019-02-20,"Wealth Invest HP Engros Korte Danske Obl",0.000486071
2019-02-20,"Gudme Raaschou European High Yield",0.0055458
2019-02-20,"Jyske Invest Højt Ratede Vrk.obl KL",0.00314196
2019-02-20,"Maj Invest Danske Obligationer",0.000789422
2019-02-20,"Maj Invest Vækstaktier",0.00444835
2019-02-20,"Nordea Invest Engros Corporate Bonds",0.00258746
2019-02-20,"Nordea Invest Danske Aktier Fokus KL 1",0.0167528
2019-02-20,"Nordea Invest Euro High Yield Bnd KL 1",0.00711603
2019-02-20,"Nordea Invest Korte Obl Lagerbe KL 1",0.00104373
2019-02-20,"Nykredit Alpha Mira",0.0111408
2019-02-20,"Nykredit Invest Engros DK Fokusaktier KL",0.00347031
2019-02-20,"Nykredit Invest Ansvarlige Kreditobl.",0.00304223
2019-02-20,"Wealth Invest HP Invest Korte Danske Obl",0.000486071
2019-02-20,"iShares Gold Producers ETF USD Acc",0.0563103
2019-02-20,"Nordea Invest Danske Aktier Fokus KL 2",0.0167528
2019-02-20,"Nordea Invest Korte Obli Lagerbe KL 2",0.00104373
2019-02-20,"Nordea Invest Euro High Yield Bonds KL 2",0.00711603
2019-02-27,"BankInvest Korte Danske Obligationer W",-0.00022024
2019-02-27,"BankInvest Korte Danske Obligationer A",-0.000330215
2019-02-27,"BGF Swiss Small & MidCap Opps D2",0.00945111
2019-02-27,"BGF World Gold A2 HKD Hedged",-0.0395681
2019-02-27,"BGF World Gold A2",-0.0399136
2019-02-27,"BGF World Gold X2",-0.0394334
2019-02-27,"BGF World Gold D4",-0.0405734
2019-02-27,"BGF World Gold I2",-0.0395884
2019-02-27,"BGF World Gold D2 SGD Hedged",-0.0371291
2019-02-27,"BGF Swiss Small & MidCap Opps A2",0.00931293
2019-02-27,"BGF World Gold D2",-0.0400198
2019-02-27,"BGF World Gold A4",-0.0399268
2019-02-27,"BSF European Unconstrained Eq I2 PF EUR",0.00919105
2019-02-27,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.000880023
2019-02-27,"Danske Invest Danm In x OMXC20 DKK Wd",0.0050241
2019-02-27,"Danske Inv Euro IG CB Rst DKK Wd",0.000424956
2019-02-27,"Danske Invest Euro IG Obl KL DKK Wdh",0.000193162
2019-02-27,"Danske Invest US High Yield Bonds KL",9.65531e-05
2019-02-27,"Danske Invest Kommuner 4 KL",0.000693138
2019-02-27,"Danske Invest Danm In ex OMXC20 DKK d",0.00502332
2019-02-27,"Danske Inv EuroIG CorpBds Re KL DKKd",0.0003727
2019-02-27,"Danske Invest Gl VO KL DKK W d h",0.00021699
2019-02-27,"Danske Invest Teknologi Indeks KL",0.000496095
2019-02-27,"Danske Invest Euro IG Corp Bd I",0.000172304
2019-02-27,"Wealth Invest HP Engros Korte Danske Obl",-0.000251128
2019-02-27,"Gudme Raaschou European High Yield",0.00744554
2019-02-27,"Jyske Invest Højt Ratede Vrk.obl KL",-0.000189825
2019-02-27,"Maj Invest Vækstaktier",-0.0104889
2019-02-27,"Nordea Invest Engros Corporate Bonds",-0.000412925
2019-02-27,"Nordea Invest Danske Aktier Fokus KL 1",0.00488202
2019-02-27,"Nordea Invest Euro High Yield Bnd KL 1",0.00814524
2019-02-27,"Nordea Invest Korte Obl Lagerbe KL 1",0.000104264
2019-02-27,"Nykredit Alpha Mira",-0.00565594
2019-02-27,"Nykredit Invest Engros DK Fokusaktier KL",0.000994601
2019-02-27,"Nykredit Invest Ansvarlige Kreditobl.",0.00115968
2019-02-27,"Wealth Invest HP Invest Korte Danske Obl",-0.000251129
2019-02-27,"iShares Gold Producers ETF USD Acc",-0.0468101
2019-02-27,"Nordea Invest Danske Aktier Fokus KL 2",0.00488202
2019-02-27,"Nordea Invest Korte Obli Lagerbe KL 2",0.000104264
2019-02-27,"Nordea Invest Euro High Yield Bonds KL 2",0.00814524
2019-03-06,"BankInvest Korte Danske Obligationer W",0.000330433
2019-03-06,"BankInvest Korte Danske Obligationer A",0.000330324
2019-03-06,"BGF Swiss Small & MidCap Opps D2",0.0105018
2019-03-06,"BGF World Gold A2 HKD Hedged",-0.0306925
2019-03-06,"BGF World Gold A2",-0.0289117
2019-03-06,"BGF World Gold X2",-0.0284642
2019-03-06,"BGF World Gold D4",-0.028225
2019-03-06,"BGF World Gold I2",-0.0289185
2019-03-06,"BGF World Gold D2 SGD Hedged",-0.0351021
2019-03-06,"BGF Swiss Small & MidCap Opps A2",0.0103474
2019-03-06,"BGF World Gold D2",-0.0287327
2019-03-06,"BGF World Gold A4",-0.0289245
2019-03-06,"BSF European Unconstrained Eq I2 PF EUR",0.013373
2019-03-06,"Danske Invest Alm Bol ML Obl Kl DKK W d",-0.000781555
2019-03-06,"Danske Invest Danm In x OMXC20 DKK Wd",0.00285656
2019-03-06,"Danske Inv Euro IG CB Rst DKK Wd",0.00130973
2019-03-06,"Danske Invest Euro IG Obl KL DKK Wdh",0.00125531
2019-03-06,"Danske Invest US High Yield Bonds KL",0.00125507
2019-03-06,"Danske Invest Kommuner 4 KL",-0.00108846
2019-03-06,"Danske Invest Danm In ex OMXC20 DKK d",0.00285612
2019-03-06,"Danske Inv EuroIG CorpBds Re KL DKKd",0.00125805
2019-03-06,"Danske Invest Gl VO KL DKK W d h",0.00119319
2019-03-06,"Danske Invest Teknologi Indeks KL",0.000396707
2019-03-06,"Danske Invest Euro IG Corp Bd I",0.000837323
2019-03-06,"Wealth Invest HP Engros Korte Danske Obl",0.00053499
2019-03-06,"Gudme Raaschou European High Yield",0.00392336
2019-03-06,"Jyske Invest Højt Ratede Vrk.obl KL",0.000949307
2019-03-06,"Maj Invest Danske Obligationer",0.000492999
2019-03-06,"Maj Invest Vækstaktier",-0.0168424
2019-03-06,"Nordea Invest Engros Corporate Bonds",0.00113601
2019-03-06,"Nordea Invest Danske Aktier Fokus KL 1",0.0101215
2019-03-06,"Nordea Invest Euro High Yield Bnd KL 1",0.000973425
2019-03-06,"Nordea Invest Korte Obl Lagerbe KL 1",0.000521268
2019-03-06,"Nykredit Alpha Mira",0.00731329
2019-03-06,"Nykredit Invest Engros DK Fokusaktier KL",0.000199372
2019-03-06,"Nykredit Invest Ansvarlige Kreditobl.",-0.000356411
2019-03-06,"Wealth Invest HP Invest Korte Danske Obl",0.000534991
2019-03-06,"iShares Gold Producers ETF USD Acc",-0.0286451
2019-03-06,"Nordea Invest Danske Aktier Fokus KL 2",0.0101215
2019-03-06,"Nordea Invest Korte Obli Lagerbe KL 2",0.000521268
2019-03-06,"Nordea Invest Euro High Yield Bonds KL 2",0.000973425
2019-03-13,"BankInvest Korte Danske Obligationer W",0.00055054
2019-03-13,"BankInvest Korte Danske Obligationer A",0.000550358
2019-03-13,"BGF Swiss Small & MidCap Opps D2",-0.00422125
2019-03-13,"BGF World Gold A2 HKD Hedged",0.0422125
2019-03-13,"BGF World Gold A2",0.0406512
2019-03-13,"BGF World Gold X2",0.040982
2019-03-13,"BGF World Gold D4",0.0406545
2019-03-13,"BGF World Gold I2",0.0409864
2019-03-13,"BGF World Gold D2 SGD Hedged",0.0439957
2019-03-13,"BGF Swiss Small & MidCap Opps A2",-0.00437204
2019-03-13,"BGF World Gold D2",0.0407628
2019-03-13,"BGF World Gold A4",0.0406665
2019-03-13,"BSF European Unconstrained Eq I2 PF EUR",-0.000165496
2019-03-13,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.00254204
2019-03-13,"Danske Invest Danm In x OMXC20 DKK Wd",-0.00564598
2019-03-13,"Danske Inv Euro IG CB Rst DKK Wd",0.00334139
2019-03-13,"Danske Invest Euro IG Obl KL DKK Wdh",0.00347189
2019-03-13,"Danske Invest US High Yield Bonds KL",0.00347122
2019-03-13,"Danske Invest Kommuner 4 KL",0.00247647
2019-03-13,"Danske Invest Danm In ex OMXC20 DKK d",-0.00564512
2019-03-13,"Danske Inv EuroIG CorpBds Re KL DKKd",0.00328857
2019-03-13,"Danske Invest Gl VO KL DKK W d h",0.00335861
2019-03-13,"Danske Invest Teknologi Indeks KL",0.000594739
2019-03-13,"Danske Invest Euro IG Corp Bd I",0.00337359
2019-03-13,"Wealth Invest HP Engros Korte Danske Obl",-9.7482e-05
2019-03-13,"Gudme Raaschou European High Yield",-0.00109061
2019-03-13,"Jyske Invest Højt Ratede Vrk.obl KL",0.00379363
2019-03-13,"Maj Invest Danske Obligationer",0.000886962
2019-03-13,"Maj Invest Vækstaktier",0.0113208
2019-03-13,"Nordea Invest Engros Corporate Bonds",0.00361048
2019-03-13,"Nordea Invest Danske Aktier Fokus KL 1",0.00594522
2019-03-13,"Nordea Invest Euro High Yield Bnd KL 1",0.000875231
2019-03-13,"Nordea Invest Korte Obl Lagerbe KL 1",0.00135459
2019-03-13,"Nykredit Alpha Mira",-0.00157671
2019-03-13,"Nykredit Invest Engros DK Fokusaktier KL",0.00435375
2019-03-13,"Nykredit Invest Ansvarlige Kreditobl.",0.00445673
2019-03-13,"Wealth Invest HP Invest Korte Danske Obl",-9.7482e-05
2019-03-13,"iShares Gold Producers ETF USD Acc",0.0550828
2019-03-13,"Nordea Invest Danske Aktier Fokus KL 2",0.00594522
2019-03-13,"Nordea Invest Korte Obli Lagerbe KL 2",0.00135459
2019-03-13,"Nordea Invest Euro High Yield Bonds KL 2",0.000875231
2019-03-20,"BankInvest Korte Danske Obligationer W",-0.000110047
2019-03-20,"BankInvest Korte Danske Obligationer A",-0.000110011
2019-03-20,"BGF Swiss Small & MidCap Opps D2",0.0068153
2019-03-20,"BGF World Gold A2 HKD Hedged",-0.031876
2019-03-20,"BGF World Gold A2",-0.0303637
2019-03-20,"BGF World Gold X2",-0.0298809
2019-03-20,"BGF World Gold D4",-0.0308621
2019-03-20,"BGF World Gold I2",-0.0300042
2019-03-20,"BGF World Gold D2 SGD Hedged",-0.0294708
2019-03-20,"BGF Swiss Small & MidCap Opps A2",0.00666085
2019-03-20,"BGF World Gold D2",-0.0298629
2019-03-20,"BGF World Gold A4",-0.0300063
2019-03-20,"BSF European Unconstrained Eq I2 PF EUR",0.0170129
2019-03-20,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.000780183
2019-03-20,"Danske Invest Danm In x OMXC20 DKK Wd",0.0155507
2019-03-20,"Danske Inv Euro IG CB Rst DKK Wd",0.00296096
2019-03-20,"Danske Invest Euro IG Obl KL DKK Wdh",0.00278712
2019-03-20,"Danske Invest US High Yield Bonds KL",0.0026905
2019-03-20,"Danske Invest Kommuner 4 KL",0.000889328
2019-03-20,"Danske Invest Danm In ex OMXC20 DKK d",0.0154971
2019-03-20,"Danske Inv EuroIG CorpBds Re KL DKKd",0.00290822
2019-03-20,"Danske Invest Gl VO KL DKK W d h",0.00269949
2019-03-20,"Danske Invest Teknologi Indeks KL",9.91209e-05
2019-03-20,"Danske Invest Euro IG Corp Bd I",0.00367905
2019-03-20,"Wealth Invest HP Engros Korte Danske Obl",0.000205604
2019-03-20,"Gudme Raaschou European High Yield",0.00600491
2019-03-20,"Jyske Invest Højt Ratede Vrk.obl KL",0.00302343
2019-03-20,"Maj Invest Danske Obligationer",0.000590784
2019-03-20,"Maj Invest Vækstaktier",-0.00627813
2019-03-20,"Nordea Invest Engros Corporate Bonds",0.0021585
2019-03-20,"Nordea Invest Danske Aktier Fokus KL 1",0.0168006
2019-03-20,"Nordea Invest Euro High Yield Bnd KL 1",0.004178
2019-03-20,"Nordea Invest Korte Obl Lagerbe KL 1",0.000728408
2019-03-20,"Nykredit Alpha Mira",-0.0035991
2019-03-20,"Nykredit Invest Engros DK Fokusaktier KL",0.00342285
2019-03-20,"Nykredit Invest Ansvarlige Kreditobl.",0.00292839
2019-03-20,"Wealth Invest HP Invest Korte Danske Obl",0.000205603
2019-03-20,"iShares Gold Producers ETF USD Acc",-0.0162401
2019-03-20,"Nordea Invest Danske Aktier Fokus KL 2",0.0168006
2019-03-20,"Nordea Invest Korte Obli Lagerbe KL 2",0.000728408
2019-03-20,"Nordea Invest Euro High Yield Bonds KL 2",0.004178
2019-03-27,"BankInvest Korte Danske Obligationer W",0.000990535
2019-03-27,"BankInvest Korte Danske Obligationer A",0.000880185
2019-03-27,"BGF Swiss Small & MidCap Opps D2",0.0015905
2019-03-27,"BGF World Gold A2 HKD Hedged",0.0665284
2019-03-27,"BGF World Gold A2",0.0655285
2019-03-27,"BGF World Gold X2",0.0658804
2019-03-27,"BGF World Gold D4",0.0661931
2019-03-27,"BGF World Gold I2",0.0654224
2019-03-27,"BGF World Gold D2 SGD Hedged",0.0613287
2019-03-27,"BGF Swiss Small & MidCap Opps A2",0.00146712
2019-03-27,"BGF World Gold D2",0.0654608
2019-03-27,"BGF World Gold A4",0.0651463
2019-03-27,"BSF European Unconstrained Eq I2 PF EUR",-0.000799621
2019-03-27,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.00214383
2019-03-27,"Danske Invest Danm In x OMXC20 DKK Wd",-0.0224651
2019-03-27,"Danske Inv Euro IG CB Rst DKK Wd",0.00499886
2019-03-27,"Danske Invest Euro IG Obl KL DKK Wdh",0.00498371
2019-03-27,"Danske Invest US High Yield Bonds KL",0.0048874
2019-03-27,"Danske Invest Kommuner 4 KL",0.00227071
2019-03-27,"Danske Invest Danm In ex OMXC20 DKK d",-0.0225132
2019-03-27,"Danske Inv EuroIG CorpBds Re KL DKKd",0.004948
2019-03-27,"Danske Invest Gl VO KL DKK W d h",0.004846
2019-03-27,"Danske Invest Teknologi Indeks KL",0.000495292
2019-03-27,"Danske Invest Euro IG Corp Bd I",0.00305198
2019-03-27,"Wealth Invest HP Engros Korte Danske Obl",0.000499492
2019-03-27,"Gudme Raaschou European High Yield",0.000452202
2019-03-27,"Jyske Invest Højt Ratede Vrk.obl KL",0.00555765
2019-03-27,"Maj Invest Danske Obligationer",0.00118087
2019-03-27,"Maj Invest Vækstaktier",0.0158541
2019-03-27,"Nordea Invest Engros Corporate Bonds",0.00523077
2019-03-27,"Nordea Invest Danske Aktier Fokus KL 1",-0.0176332
2019-03-27,"Nordea Invest Euro High Yield Bnd KL 1",-0.000290276
2019-03-27,"Nordea Invest Korte Obl Lagerbe KL 1",0.00187169
2019-03-27,"Nykredit Alpha Mira",-0.00762965
2019-03-27,"Nykredit Invest Engros DK Fokusaktier KL",0.0044512
2019-03-27,"Nykredit Invest Ansvarlige Kreditobl.",0.00477792
2019-03-27,"Wealth Invest HP Invest Korte Danske Obl",0.000499492
2019-03-27,"iShares Gold Producers ETF USD Acc",0.0320371
2019-03-27,"Nordea Invest Danske Aktier Fokus KL 2",-0.0176332
2019-03-27,"Nordea Invest Korte Obli Lagerbe KL 2",0.00187169
2019-03-27,"Nordea Invest Euro High Yield Bonds KL 2",-0.000290276
2019-04-03,"BankInvest Korte Danske Obligationer W",-0.000659703
2019-04-03,"BankInvest Korte Danske Obligationer A",-0.000659558
2019-04-03,"BGF Swiss Small & MidCap Opps D2",0.0365147
2019-04-03,"BGF World Gold A2 HKD Hedged",-0.0427077
2019-04-03,"BGF World Gold A2",-0.0414119
2019-04-03,"BGF World Gold X2",-0.0409109
2019-04-03,"BGF World Gold D4",-0.0419053
2019-04-03,"BGF World Gold I2",-0.0411944
2019-04-03,"BGF World Gold D2 SGD Hedged",-0.0396748
2019-04-03,"BGF Swiss Small & MidCap Opps A2",0.0363618
2019-04-03,"BGF World Gold D2",-0.041283
2019-04-03,"BGF World Gold A4",-0.041068
2019-04-03,"BSF European Unconstrained Eq I2 PF EUR",0.0220744
2019-04-03,"Danske Invest Alm Bol ML Obl Kl DKK W d",-0.000583431
2019-04-03,"Danske Invest Danm In x OMXC20 DKK Wd",0.0279281
2019-04-03,"Danske Inv Euro IG CB Rst DKK Wd",0.0010616
2019-04-03,"Danske Invest Euro IG Obl KL DKK Wdh",0.000953652
2019-04-03,"Danske Invest US High Yield Bonds KL",0.000953652
2019-04-03,"Danske Invest Kommuner 4 KL",-0.00137904
2019-04-03,"Danske Invest Danm In ex OMXC20 DKK d",0.0279782
2019-04-03,"Danske Inv EuroIG CorpBds Re KL DKKd",0.00100935
2019-04-03,"Danske Invest Gl VO KL DKK W d h",0.0010717
2019-04-03,"Danske Invest Teknologi Indeks KL",-0.000495047
2019-04-03,"Danske Invest Euro IG Corp Bd I",0.00242545
2019-04-03,"Wealth Invest HP Engros Korte Danske Obl",-0.000295265
2019-04-03,"Gudme Raaschou European High Yield",0.00569517
2019-04-03,"Jyske Invest Højt Ratede Vrk.obl KL",0.000749415
2019-04-03,"Maj Invest Danske Obligationer",-0.000688028
2019-04-03,"Maj Invest Vækstaktier",-0.015196
2019-04-03,"Nordea Invest Danske Aktier Fokus KL 1",0.0375615
2019-04-03,"Nordea Invest Euro High Yield Bnd KL 1",0.00774293
2019-04-03,"Nordea Invest Korte Obl Lagerbe KL 1",-0.0017644
2019-04-03,"Nykredit Alpha Mira",-0.00148566
2019-04-03,"Nykredit Invest Engros DK Fokusaktier KL",0.00113939
